"";"name";"address";"city";"postal_code";"zone";"food";"food_sample";"ambient";"keywords";"menu";"target";"score";"opinions_count";"price";"opinions_count_log";"weekly_hours";"open_lunch";"open_dinner";"open_weekend";"latitude";"longitude";"dist_centre_km";"renda_mitjana_bruta"
"997";"RESTAURANTE NOXE";"Plaça de la Rosa dels Vents, 1";"Barcelona";"08039";"La Barceloneta";"Japonesa";"Chips de alga nori, Edamame, Gyozas de cerdo ibérico. Tempura de verduras y langostinos. Salmón nanbanzuke. sashimi de atún sesuimi. nigiri de anguila. niguiri de ventresca de atún. Maze gohan. Teppan yaki. Yakitori. Shitake-menma gohan. Surtido de mochis. Texturas de chocolante. yuzu.";"Exclusivo, Moderno y fashion, Están de moda.";"Disco y baile, Situado en un hotel.";"Carta a precio fijo";"Para cenas empresa, Para amigos.";8,9;1561;60;7,35372233039963;35;FALSE;TRUE;TRUE;41,3688328;2,1901153;2,62395757834637;49096,9785191956
"998";"RESTAURANTE BILBAO";"Carrer del Perill, 33";"Barcelona";"08012";"Gràcia";"Vasca, De mercado";"Foie. Pescado fresco. Canelones. ''Trinxat'' de patata y col. Morro de bacalao. Filete de Buey.";"Emblemático, Informal, Preferidos.";"Acceso movilidad reducida.";"Unknown";"Unknown";8,9;140;42,5;4,94875989037817;33;TRUE;TRUE;TRUE;41,3997377;2,1618838;1,57523999259904;43031
"999";"RESTAURANTE THE BENEDICT";"Carrer d'en Gignàs, 23";"Barcelona";"08002";"Centro, El Gòtic";"Americana, Hamburguesas, Internacional";"Eggs Benedict Barcelona (huevos pochados sobre english muffin, tomate, mozzarella fresca y pesto con salsa holandesa). Desayuno inglés (dos huevos fritos, beicon, salchicha inglesa, alubias, champiñones, tomate y patatas). Patacones con guacamole, queso feta y sofrito casero. Burger chicken BBQ. Sandwich de salmón. Tortilla ibérica. Pancakes con nata montada, dulce de leche y plátano.";"Original, Informal.";"Música y copas, Brunch, Desayunos de tenedor, Abierto en domingo, Después medianoche.";"Unknown";"Para amigos, Para grupos, Para jóvenes.";8,9;4242;30;8,35302584520232;62,5;TRUE;TRUE;TRUE;41,3813942;2,1801802;1,0479746873049;33754
"1000";"RESTAURANTE PICNIC";"Carrer del Comerç, 1";"Barcelona";"08003";"Centro, Born-La Ribera";"Casera, De mercado, Internacional";"Tomates verdes fritos con queso feta y salsa fresca de maíz. Cazuela de mejillones crujientes con creme fraiche y patatas fritas. Rollito de langostinos y verduras con salsa nouc charn. Pulpo grille con ensalada de garbanzos y queso feta. Lomo alto argentino con calçots y puré de patatas. Solomillo de canguro con chutney de pim verde y manzana y falafel de cilantro.";"Informal.";"Música y copas, Terraza, Brunch (sábado y domingo de 11:30-17h), Después medianoche.";"Unknown";"Unknown";8,9;2809;30;7,94093976232779;51;TRUE;TRUE;TRUE;41,3886058;2,181614;0,978095775938428;34389
"1001";"RESTAURANTE SINGLE FIN";"Carrer de Sicília, 294";"Barcelona";"08013";"Eixample Dret";"Sana, Vegetariana";"Sashimi Bowls: de pollo, de atún, de salmón, de gambas, de tofu, de col rizada.";"Informal, Actual, Moderno y fashion.";"Terraza, Comida para llevar, Abierto en domingo, Comida a domicilio.";"Carta a precio fijo";"Para amigos, Para jóvenes.";8,9;1045;20;6,95272864462487;59,5;TRUE;TRUE;TRUE;41,4016209;2,1735781;1,6533046485462;40008
"1002";"RESTAURANTE ACQUA & FARINA";"Carrer de la Maquinista, 52";"Barcelona";"08003";"La Barceloneta";"Italiana, Pizzería";"Pizza rúcula (tomate, mozzarella, jamón serrano, rúcula y parmesano). Pizza Gioconda (mozzarella, gambas, panceta y calabacines a la plancha). Pizza 4 quesos. Tagliatelle boloñesa. Gnocchetti con salsa de tomate, mozzarella y albahaca fresca. Lasagna de verduras. Risotto funghi con aceite de trufa.";"Informal, Bien calidad-precio.";"Terraza (20 pax), Económico, Abierto en domingo, Ticket restaurant, Cheque Gourmet.";"Menú para grupos";"Para amigos, Para grupos, Para jóvenes, Para familias.";8,9;609;20;6,41345895716736;49;TRUE;TRUE;TRUE;41,3810272;2,1901552;1,80219483273729;34389
"1003";"RESTAURANTE VEGETALIA - BORN";"Plaça del Fossar de les Moreres,";"Barcelona";"08003";"El Gòtic";"Vegetariana";"Nachos con guacamole. Crema catalana vegana. Gyozas vegetales. Paella vegetal. Lasaña vegetal. Hummus. Risotto de tres cereales. Bravas. Pan con tomate. Curry tailandés";"Informal, Bien calidad-precio.";"Terraza, Brunch, Platos para celíacos, Económico, Comida para llevar, Abierto en domingo, Comida a domicilio, Acceso movilidad reducida.";"Unknown";"Para grupos, Para ir con niños, Para jóvenes, Para familias.";8,9;4012;20;8,29729437026692;70;TRUE;TRUE;TRUE;41,3836658;2,1824387;1,09534022557552;34389
"1004";"RESTAURANTE MANTEQUERIAS PIRENAICAS";"Carrer de Muntaner, 460";"Barcelona";"08006";"St Gervasi-Santaló";"Tortillería, Tapas, Mediterránea, Regional española";"Variedad de tortillas de patata. Arroz de marisco y espárragos con anchoas ahumadas. Parmentier de patata y pulpo a la plancha. Carpacio de solomillo de ternera con foie y trufa. Croquetas de rustido de pollo y jamón ibérico. Flor de Alcachofa a la plancha con yema de huevo y trufa.";"Informal, Clásico.";"Terraza, Amantes del vino, Comida para llevar, Abierto en domingo, Comida a domicilio.";"Unknown";"Para amigos, Para jóvenes, Para familias.";8,9;979;30;6,88755257166462;0;FALSE;FALSE;FALSE;41,401915;2,1393135;3,06047309416963;62977
"1005";"RESTAURANTE FABORIT CASA AMATLLER";"Passeig de Gràcia, 41";"Barcelona";"08007";"Centro";"Ensaladas, Pastelería";"Panini. Ensaladas. Cremas. Tartas. Pasteles. Chocolate en la taza.";"Informal, Actual, Están de moda.";"Abierto en domingo.";"Unknown";"Para amigos, Para grupos, Para negocios, Para familias.";8,9;2536;30;7,83873755959928;67,5;TRUE;TRUE;TRUE;41,3913381;2,1646811;0,661831865089739;63545
"1006";"RESTAURANTE BISI BISAU";"Carrer del Lluçanès, 2";"Barcelona";"08022";"St Gervasi-Bonanova";"Sana, Vegetariana, De mercado, Mediterránea";"Ensaladas variadas. Nachos con guacamole. Steak tartar. Hummus. Raviolis caseros. Hamburguesa vegetariana de bulgur y quinoa.";"Informal, Bien calidad-precio, Con encanto, Actual.";"Terraza, Económico, Acceso movilidad reducida, Ticket restaurant, Cheque Gourmet, Sodexo.";"Menú noche, Menú para grupos";"Para amigos, Para cenas empresa, Para grupos.";8,9;357;30;5,8805329864007;20;TRUE;FALSE;FALSE;41,4071868;2,1334179;3,79905474327568;81801
"1007";"RESTAURANTE SOMNI";"Carrer de Provença, 277";"Barcelona";"08037";"Centro, Eixample Dret";"Catalana, Mediterránea";"Tataki de atún de Almadraba, crema de aguacate, salsa de pesto rojo y cebolla encurtida. Suprema de merluza curada en sal con suquet de galeras y pil-pil de piparras. Vieiras grillé con crema de guisantes, mango y gel amontillado. Roll de aguacate relleno de bogavante azul con salsa de coco. Ensalada de quinoa, legumbres y encurtidos con vinagreta de maracuyá. Mini verduras y tofu al grill ahumados con haya y salsa romesco";"Exclusivo, Con encanto, Romántico, Actual, Moderno y fashion.";"Abierto en domingo.";"Unknown";"Para amigos, Para cenas empresa, Para negocios.";8,9;1615;60;7,38770923908104;35;TRUE;TRUE;TRUE;41,3961275;2,1631251;1,17119352235645;50106
"1008";"RESTAURANTE BODEGA MONTFERRY";"Passatge de Serra i Arola, 13";"Barcelona";"08028";"Sants";"Catalana";"Anchoas y boquerones. Cap i pota. Croquetas de rostit. Croquetas de  escalivada. Albóndigas. Fricandó. Patatas Montferry. Bocadillo de sardinillas con pimientos del piquillo y alcachofas. Bocata de bacalao, pimiento verde y all i oli.";"Informal, Tradicional, Rústico, Clásico.";"Bodega bar.";"Unknown";"Para grupos, Para amigos, Para jóvenes, Para familias.";8,9;1247;20;7,12929754892937;52;TRUE;TRUE;FALSE;41,3763917;2,1350329;3,15809634994357;41480
"1009";"RESTAURANTE LA CENTRAL HAMBURGUESERÍA";"Via Laietana, 45";"Barcelona";"08003";"Centro, El Gòtic";"Americana, Hamburguesas";"Patatas bravas. Nuggets de pollo caseros. Hamburguesa clásica (hamburguesa casera con tomate, lechuga, cebolla confitada y mayonesa casera). Criolla (hamburguesa casera con rúcula, provoleta, salsa chimichurri y mayonesa casera). La central (hamburguesa casera con cebolla confitada, panceta ahumada, queso brie frito, pepinillos, chips de patata caseros y mayonesa de tomate seco). Vegana (hamburguesa de garbanzos, espinacas, tomate, cebolla de figueres, pepinos y salsa raita). Tou bbq (hamburguesa casera de tofu, tomate seco y setas, con mesclum, queso cheddar vegano, tomate, cebolla, salsa bbq, mayo vegana).";"Informal, Rústico.";"Abierto en domingo, Comida a domicilio.";"Unknown";"Unknown";8,9;4606;20;8,43533216493592;80,5;TRUE;TRUE;TRUE;41,3867822;2,1748055;0,393745002717259;34389
"1010";"RESTAURANTE EL CALLEJÓN";"Carrer Ample, 33 bis";"Barcelona";"08002";"Centro, El Gòtic";"Casera, Internacional";"Tartar de salmón con aguacate. Gambas al ajillo. Risotto de ceps. Entraña de ternera con chimichurri.";"Informal.";"Música y copas, Donde ver fútbol, Abierto en domingo, Después medianoche.";"Menú para grupos";"Para despedidas , Para amigos, Para grupos, Para jóvenes.";8,9;1335;30;7,19743535409659;38,5;FALSE;TRUE;TRUE;41,3807163;2,1798299;1,07225306846064;33754
"1011";"RESTAURANTE VINITUS";"Carrer del Consell de Cent, 333";"Barcelona";"08007";"Eixample Dret";"Catalana, Mediterránea";"Tostada con crema de foie e higos, Carrillera de ternera con puré de patata, Tataki de atún rojo, Brocheta de melón, crema de foie y almendras fritas, Gambas al ajillo con pimentón, Arroz con Carabineros, el arroz de montaña,";"Informal, Clásico.";"Abierto en domingo.";"Carta a precio fijo";"Para grupos, Para amigos, Para jóvenes.";8,9;15851;20;9,67105095431033;92;TRUE;TRUE;TRUE;41,3900241;2,1640969;0,603894478828828;63545
"1012";"RESTAURANTE TASTEM";"Carrer de Provença, 88";"Barcelona";"08029";"Eixample Esquerre";"Tapas, De mercado, Mediterránea";"Berenjenas rellenas de carne con fondo de salsa romesco. Canelón de pato con bechamel trufada. Rabo de buey con reducción de vino tinto. Carillera de cerdo ibérico con miel y mostaza. Tronco de merluza a la Donostia. Milhojas de pescado y marisco.";"Actual, Moderno y fashion.";"Grandes chefs, Terraza, Gastrobar, Amantes del vino, Comida para llevar, Abierto en domingo, Comida a domicilio.";"Unknown";"Para despedidas , Para amigos, Para cenas empresa, Para grupos, Para familias.";8,9;2101;30;7,6506445514369;33;TRUE;TRUE;TRUE;41,3843344;2,1481045;1,86088346391724;50009
"1013";"RESTAURANTE LA SANDVITXERIA";"Carrer del Doctor Puig, 4";"Sabadell";"08202";"Alrededores";"Sana, Tapas, Hamburguesas";"Bravas. Huevos estrellados. Hamburguesa vegana. Pollo a la plancha. Pizza. Ensalada. Pizza de salmón. Tapas";"Informal, Bien calidad-precio.";"Terraza, Brunch, Comida para llevar, Comida a domicilio, Acceso movilidad reducida.";"Carta a precio fijo";"Para amigos, Para grupos, Para ir con niños, Para jóvenes, Para familias.";8,9;1755;20;7,47079377419506;67,5;TRUE;TRUE;TRUE;41,5496073;2,1089269;18,8068290188112;40043
"1014";"RESTAURANTE SOLOMILLO";"Carrer de Mallorca, 251";"Barcelona";"08008";"Centro, Eixample Dret";"Brasería, Carnes";"Surtido de tres quesos. Plato de jamón ibérico D.O. 'Joselito'. Embutidos catalanes. Foie micuit con tostaditas. Solomillo de ternera Salers. Solomillo de ternera Black Angus Nebraska. Solomillo de ternera Frisian.";"Actual, Preferidos, Están de moda.";"Terraza Top, Terraza, Amantes del vino, Situado en un hotel.";"Unknown";"Para amigos, Para cenas empresa, Para grupos, Para negocios.";8,9;806;60;6,69332366826995;30;TRUE;TRUE;TRUE;41,393196;2,1614227;1,00044957364456;70245
"1015";"RESTAURANTE DARVAZA";"Carrer de Mallorca, 209";"Barcelona";"08036";"Eixample Esquerre";"Biológica, Brasería, Brasería. Carnes., Esturión. Caviar, Arroces, Paella, Paella. Arroces";"Solomillo de vacuno mayor. Presa de cerdo ibérico de bellota. Chuletón premium madurado Dry Aged. Lomo alto Black Angus de Nebraska. Steak tartar de solomillo de vacuno mayor. Tartar de lomo de atún rojo salvaje. Calamar a la brasa. Pulpo gallego salteado a la leña. Lubina del Atlántico a la brasa. Croquetas de chuletón madurado. Mazorca de maíz a la brasa. Berenjena asada a la leña.";"Original, Exótico, Actual, Moderno y fashion.";"Música y copas, Amantes del vino, Abierto en domingo, Mesas redondas.";"Carta a precio fijo";"Para amigos, Para cenas empresa, Para grupos, Para negocios, Para jóvenes, Para familias.";8,9;666;60;6,50279004591562;51,5;TRUE;TRUE;TRUE;41,3905583;2,158025;1,08346400424041;53717
"1016";"RESTAURANTE TERESA CARLES";"Carrer de Jovellanos, 2";"Barcelona";"08001";"Centro, El Raval";"Vegetariana, Creativa";"Unknown";"Informal, Actual.";"Brunch (de 9-14h), Cocina Non Stop, Platos para celíacos, Abierto en domingo, Mesas redondas.";"Unknown";"Unknown";8,9;8718;30;9,07325983142782;80,5;TRUE;TRUE;TRUE;41,3851442;2,1680352;0,269105380287426;27000
"1017";"RESTAURANTE LA GARRIGA EIXAMPLE";"Carrer de Mallorca, 272";"Barcelona";"08037";"Centro, Eixample Dret";"Ibéricos, Quesos, Catalana, Embutidos, Mediterránea";"Butifarra con judías secas. Ensalada de judías tiernas con huevo poché, nueces y foie. Sopa de cebolla de Figueres. Lentejas pardinas estofadas. Canelones de rostit con bechamel de ceps. Arroz del Senyoret. Risotto de salchichas con berenjena y gorgonzola. Churrasco de ternera. Hamburguesa de ternera con foie, trufa y manzana. Fricandó con moixernons.";"Tradicional, Bien calidad-precio.";"Terraza, Platos para celíacos, Ticket restaurant, Sodexo.";"Menú para grupos";"Para amigos, Para cenas empresa, Para grupos.";8,9;1285;30;7,15929190479756;84;TRUE;TRUE;TRUE;41,3951384;2,1644581;1,02116286804466;50106
"1018";"RESTAURANTE EL VASO DE ORO";"Carrer de Balboa, 7";"Barcelona";"08003";"La Barceloneta";"Tapas, De mercado";"Chistorra. Morcillas. Cecina. Huevas. Chicharrones. Patatas bravas. Hígado de pato. Anchoas. Callos. Albóndigas con sepia.";"Informal.";"Cocina Non Stop, Abierto en domingo.";"Unknown";"Para amigos, Para grupos, Para jóvenes.";8,9;4232;30;8,35066624052092;80,5;TRUE;TRUE;TRUE;41,3821435;2,1879124;1,58290722916265;34389
"1019";"RESTAURANTE NAP ANTIC";"Avinguda de Francesc Cambó, 30";"Barcelona";"08003";"Born-La Ribera";"Italiana, Italiana. Pizzería.";"Pizza napolitana. Tiramisú. Pizza margarita. Tapas de provolone. Ensalada de burrata. Bruschetta al pomodoro. Pannacotta";"De ambiente, Tradicional, Rústico, Moderno y fashion.";"Más reservados, Apto para mascotas, Comida para llevar, Abierto en domingo, Acceso movilidad reducida.";"Unknown";"Para grupos, Para amigos, Para familias.";8,9;6341;20;8,75494945509829;77;TRUE;TRUE;TRUE;41,3867889;2,1787946;0,726542860383539;34389
"1020";"RESTAURANTE EL CLUB SUIZO";"Carrer d' Alfons XII, 45";"Barcelona";"08006";"St Gervasi-Santaló";"Suiza, Internacional";"Knöpfli. Bratwurst suizo. Rösti. Hackbraten. Fondue. Raclette. Birchermüesli. Züri gschnätzlets.";"Informal, Tradicional.";"Brunch, Cocina Non Stop, Económico.";"Unknown";"Para amigos, Para grupos, Para jóvenes, Para familias.";8,9;176;20;5,17614973257383;65;TRUE;TRUE;FALSE;41,3987373;2,1493218;2,17212710888191;62977
"1021";"RESTAURANTE CIUDAD CONDAL";"Rambla de Catalunya, 18";"Barcelona";"08007";"Centro, Eixample Dret";"Tapas";"Montaditos de cangrejo. Montadito de solomillo. Pulpo a la gallega. Alcachofas fritas.";"Informal.";"Terraza (Sólo en verano.), Cocina Non Stop, Económico, Abierto en domingo, Acceso movilidad reducida, Después medianoche, Ticket restaurant.";"Unknown";"Para grupos, Para amigos.";8,9;27562;20;10,2242295726142;56;TRUE;TRUE;TRUE;41,3889463;2,1669376;0,341612436400836;63545
"1022";"RESTAURANTE MONTOLIO CAN MAÑO";"Carrer del Baluard, 12";"Barcelona";"08003";"La Barceloneta";"Pescados, De mercado, Mediterránea";"Albóndigas. Guistantes con jamón Pincho moruno con piña. Boquerones en vinagre.  Hamburguesa. Lomo. Butifarra. Escalopa. Libritos.";"Informal.";"Bodega bar.";"Unknown";"Para amigos, Para grupos, Para jóvenes, Para familias.";8,9;3105;30;8,04109100370863;25;TRUE;FALSE;TRUE;41,3811949;2,1884561;1,66377195992946;34389
"1023";"RESTAURANTE BODEGA LA PALMA";"Carrer de la Palma de Sant Just, 7";"Barcelona";"08002";"Centro, El Gòtic";"Tapas, Casera, De mercado, Tradicional";"Pulpo a feira. Croquetas de la casa. Morcilla de arroz con compota de manzana. Caballa en escabeche. Bravas. Torrijas de brioche con praliné de avellana y helado de kéfir.";"Emblemático, Informal.";"Bodega bar.";"Unknown";"Para amigos, Para jóvenes, Para familias.";8,9;765;20;6,64118216974059;72;TRUE;TRUE;TRUE;41,3823116;2,1787047;0,888194823106182;33754
"1024";"RESTAURANTE KIBOTABERNA";"Carrer de Sant Eusebi, 38";"Barcelona";"08006";"St Gervasi-Santaló";"Japonesa";"Tataki de toro con salsa de miso. Pambao de cangrejo. Tataki de wayú. Tabla de nigiris. Ostras en tempura. Cremoso de cheesecake.";"Informal, Bien calidad-precio, Actual.";"Abierto en domingo.";"Unknown";"Para amigos, Para grupos, Para jóvenes, Para familias.";8,9;497;42,5;6,21060007702465;30;TRUE;TRUE;TRUE;41,4004203;2,1475752;2,40212387885758;62977
"1025";"RESTAURANTE CHIRINGUITO";"Gran Via de les Corts Catalanes, 700";"Barcelona";"08010";"Eixample Dret";"Mediterránea";"Mazorca de maíz. Muslo de pollo. Atún del mediterráneo. Berenjena a la brasa. Sashimi de sandía. Ensalada de melocotón y María Luisa. Anchoas del cantábrico. Ensalada de col roja. Raita de pepino. Hummus de alubia blanca. Magret de pato. Secreto ibérico.";"Informal, Con encanto.";"Unknown";"Unknown";"Para grupos, Para amigos, Para familias.";8,9;2377;30;7,77401507725073;47,5;TRUE;TRUE;TRUE;41,3936137;2,1742767;0,814685098083408;60638
"1026";"RESTAURANTE MARKET CUINA FRESCA";"Carrer de Badajoz, 83";"Barcelona";"08005";"Poblenou";"Creativa, De autor, De mercado, Mediterránea";"Lasaña de pulpo, olivas y champiñones. Jarret de cordero (14h), alcachofas y patatas asadas. Tomate rosa, alubias blancas, pimiento asado, espuma de pesto. Gnocchis con pesto rosso y parmigiano. Bacalao gratinado con patatas.";"Informal.";"Terraza, Comida para llevar.";"Unknown";"Para grupos.";8,9;400;20;5,99396142730657;45;TRUE;FALSE;FALSE;41,3983609;2,1956033;2,47700537545187;46826
"1027";"RESTAURANTE PAN & OLI";"Carrer de Galileu, 30";"Barcelona";"08028";"Sants";"Vegetariana, De mercado, Mediterránea";"Huevo trufado con jamón. Croquetas caseras. Gambas a la sal. Canelón crujiente con brandada. Arroz a la cubana. Ensaladilla russa. Crema catalana. Sorbete de pera.";"Informal.";"Unknown";"Unknown";"Para grupos, Para amigos, Para familias.";8,9;892;30;6,7945865808765;23,5;TRUE;TRUE;TRUE;41,37668;2,1357356;3,09166406258628;41480
"1028";"RESTAURANTE EL MEXICANO DE BARCELONA.";"Carrer de Villarroel, 233";"Barcelona";"08036";"Eixample Esquerre";"Mexicana";"Flautas de pollo con salsa de tomate verde, guacamole, queso fresco y nata. Quesadillas papa con chorizo. Ceviche de mero. Fajitas. Tacos de cochinita pibil. Tampiqueña. Enchilada de pollo con salsa de tomate, nata y queso gratinado. Pollo con mole poblano con risotto de queso y tomate concassé.";"Informal.";"Comida para llevar, Comida a domicilio, Ticket restaurant, Cheque Gourmet, Sodexo.";"Menú para grupos";"Para amigos, Para grupos, Para jóvenes.";8,9;6213;30;8,73456008995299;36;TRUE;TRUE;TRUE;41,3910764;2,1488093;1,83510584769515;53717
"1029";"RESTAURANTE SÉSAMO";"Carrer de Sant Antoni Abat, 52";"Barcelona";"08001";"Centro, El Raval";"Biológica, Sana, Vegetariana, Internacional";"Croquetas de ceps. Gnocchis rellenos de queso gorgonzola con salsa de remolacha horneada y avellanas tostadas. Tarteleta casera de hojaldre rellena de setas salteadas en cerveza negra orgánica gratinada con queso cheddar inglés y aromatizada con tomillo. Tatin de membrillo con helado de queso manchego.";"Informal, Actual.";"Música y copas, Platos para celíacos.";"Menú degustación";"Para amigos, Para grupos.";8,9;2175;30;7,68524360797583;35;FALSE;TRUE;TRUE;41,3789496;2,163784;1,03990826183396;27000
"1030";"RESTAURANTE BACOA KIOSKO";"Avinguda del Marquès de l'Argentera, 1";"Barcelona";"08003";"Centro, Born-La Ribera";"Hamburguesas";"Unknown";"Informal, Actual.";"Cocina Non Stop, Económico, Abierto en domingo.";"Unknown";"Para jóvenes.";8,9;6844;20;8,83127373772255;84;TRUE;TRUE;TRUE;41,3833197;2,1836513;1,20368554327751;34389
"1031";"RESTAURANTE ANAUCO";"Carrer de València, 428";"Barcelona";"08013";"Eixample Dret";"Americana, Hamburguesas";"Arepas fritas con queso latino. Tequeños. Nachos. Tiras de pollo crujiente. Ensalada caprese. Hamburguesa con mermelada de pimiento rojo, queso cabra, cebolla crujiente, rúcula y salsa brava casera. Hamburguesa con cebolla caramelizada, bacon, queso brie, rúcula y salsa mostaza miel. Cheesecake. Brownie.";"Informal, Bien calidad-precio.";"Cocina Non Stop, Abierto en domingo.";"Unknown";"Para amigos, Para grupos, Para jóvenes.";8,9;4445;30;8,39976009452414;72;TRUE;TRUE;TRUE;41,4020719;2,1759654;1,74783227438318;40008
"1032";"RESTAURANTE EL DELICIÓS";"Carrer de Ca l'Alegre de Dalt, 6";"Barcelona";"08024";"Gràcia";"Africana, Internacional";"Injera de carne (de ternera, pollo o mixto). Vegetariano Injera de lentejas con patata y zanahoria. Injera de  ""Minchet"" / carne picada. Injera de pollo combinado. Sambusa vegetariana. Vadkava. Helado de crema de queso.";"Exótico, Informal, Bien calidad-precio.";"Unknown";"Unknown";"Para grupos, Para amigos, Para jóvenes.";8,9;631;30;6,44888939414686;42;TRUE;TRUE;TRUE;41,4074425;2,162902;2,35369192151272;40129
"1033";"RESTAURANTE AGUARIBAY";"Carrer del Taulat, 95";"Barcelona";"08005";"Poblenou";"Biológica, Sana, Vegetariana";"Hummus, guacamole y paté de alcachofas con salvia fresca, crudités de verduras y pan tostado. Ensalada Detox (germinados, manzana, zanahoria, tofu macerado y cacahuetes). Panini de mozzarella de búfala, tomates secos, berenjenas y albahaca. Burrito de frijoles negros, champiñones y queso manchego con salsa fresca mexicana picante.";"Informal.";"Música y copas, Acceso movilidad reducida, Incorporación, Ticket restaurant, Cheque Gourmet, Sodexo.";"Menú para grupos";"Para amigos, Para grupos, Para jóvenes.";8,9;1794;30;7,49276030092238;19;TRUE;FALSE;TRUE;41,3991494;2,2051653;3,22556998416546;46826
"1034";"RESTAURANTE CÈNTRIC";"Carrer de les Ramelleres, 27";"Barcelona";"08001";"Centro, El Raval";"Tapas, Platillos y medias raciones, Mediterránea";"Buñuelo de espinacas con alioli de miel. Patatas bravas. Tortilla de calabacín con pan con tomate. Mini burger de quinoa (quinoa negra, quinoa blanca, queso ricotta, huevo, espinacas baby y pesto). Berenjenas con miel y lima. Alcachofas con butifarra del Perol. Huevos estrellados con jamón ibérico y patatas. Albóndigas.";"Emblemático, Informal, Tradicional, Con encanto.";"Música y copas, Económico, Abierto en domingo, Ticket restaurant, Cheque Gourmet, Sodexo.";"Unknown";"Unknown";8,9;1965;20;7,58375630070711;84;TRUE;TRUE;TRUE;41,3847351;2,1681575;0,299815625774335;27000
"1035";"RESTAURANTE POPEYE";"Carrer del Taquígraf Martí, 32";"Barcelona";"08028";"Les Corts";"De mercado, Mediterránea";"Ensalada de lentejas con queso feta y virutas de ibérico. Carpaccio de ternera, rúcula, foie y parmesano. Habitas baby salteadas con calamares y langostinos. Butifarra con judías del ganxet. Filete de atún fresco con pimientos del piquillo. Chuletón premium de vaca vieja. Fricandó de la abuela. Pulpo con parmentier de patata y pimentón.";"Con encanto, Actual.";"Mesas redondas, Acceso movilidad reducida, Incorporación, Ticket restaurant, Cheque Gourmet, Sodexo.";"Menú mediodía";"Para amigos, Para cenas empresa, Para grupos.";8,9;2926;42,5;7,98173328669189;41;TRUE;TRUE;TRUE;41,3854796;2,131174;3,25548881374141;41480
"1036";"RESTAURANTE FONDA PEPA";"Carrer de Tordera, 58";"Barcelona";"08012";"Gràcia";"Catalana, Mediterránea, Regional española";"Menú según temporada. croquetas de rabo de vaca, calamar relleno de huevo duro y pistachos, lata de setas con papada y huevo; un arroz de gambas a la presse; una cap i pota de bullabesa y vieras.";"Informal, Bien calidad-precio, Preferidos.";"Gastrobar, Comida para llevar, Nuevos, Acceso movilidad reducida.";"Menú degustación";"Para amigos, Para familias.";8,9;261;30;5,5683445037611;24;TRUE;TRUE;TRUE;41,4020907;2,1622354;1,80370928566465;43031
"1037";"RESTAURANTE LAMÜN CUINA THAI";"Carrer de Viladomat, 73";"Barcelona";"08015";"Sant Antoni";"Asiática, Tailandesa";"Dumplings caseros de gambas y cerdo. Ensalada de mango con langostinos, chalota y zumo de lima. Sopa de pollo con leche de coco. Pato asado con salsa de albahaca. Solomillo de cerdo al curry rojo con judía verde y berenjena. Filetes de salmón al curry rojo. Tallarines de arroz salteados con langostinos, pollo, tofu y salsa de tamarindo.";"Informal, Bien calidad-precio, Actual, Preferidos.";"Terraza, Amantes del vino, Comida para llevar, Abierto en domingo, Comida a domicilio, Acceso movilidad reducida.";"Menú mediodía";"Para amigos, Para grupos, Para jóvenes.";8,9;1137;30;7,03702761468628;38;TRUE;TRUE;TRUE;41,3812738;2,1552112;1,39740392265028;40775
"1038";"RESTAURANTE KIOSKO UNIVERSAL";"Carrer de la Boqueria,";"Barcelona";"08002";"El Raval";"Tapas, Mediterránea, Tradicional";"Bravas. Calamares a la plancha. Gambas a la plancha. Comida marinera variada. Ostras. Anchoas. Arroz con gambas. Gambas al ajillo. Crema catalana. Tataki de atún";"Informal, Bien calidad-precio.";"Terraza, Económico, Comida para llevar, Acceso movilidad reducida, Ticket restaurant (tarjeta).";"Unknown";"Para grupos.";8,9;1943;30;7,57250298502038;48;TRUE;FALSE;TRUE;41,3815693;2,174519;0,708304521973231;33754
"1039";"RESTAURANTE LINCOLN 32";"Carrer de Lincoln, 32";"Barcelona";"08006";"St Gervasi-Bonanova";"Mediterránea";"Jamón ibérico. Lomo ibérico. Carrillera ibérica. Tataki de atún. Parrillada de verduras. Pastel de queso. Carpaccio de vaca vieja. Croquetas. Calamares en tempura. Canelón. Pulpo braseado. Lubina";"Informal, Con encanto.";"Brunch, Abierto en domingo, Acceso movilidad reducida, Situado en un hotel.";"Unknown";"Para grupos.";8,9;238;30;5,47646355193151;70;TRUE;FALSE;TRUE;41,4015933;2,1483055;2,43959421101137;62977
"1040";"RESTAURANTE CITIZEN CAFÉ";"Plaça d' Urquinaona, 4";"Barcelona";"08010";"Centro";"De fusión, Mediterránea";"Huevos Benedictinos. Blue Berry Pancakes. Brekie Bagel. Pulled Pork Sándwich. Pastrami Sándwich. Veggie burger. Nachos Pulled Pork. Huevos Royale. Brownie casero.";"Informal, Rústico, Actual.";"Brunch, Abierto en domingo.";"Unknown";"Para amigos, Para grupos, Para familias.";8,9;6378;20;8,76076662424196;87;TRUE;TRUE;TRUE;41,3894077;2,1728453;0,352712296955715;60638
